chunk_id,source_type,document,model,prompt_type,question,answer,Correctness,Question_Relevance,Information_Coverage
51,macro_policy,Action_plan,gemini-2.5-pro,concise,"What types of jobs are identified as essential for building, operating, and maintaining America's AI infrastructure?","The text identifies roles such as electricians, advanced HVAC technicians, and other high-paying occupations.",,,
52,macro_policy,Action_plan,gemini-2.5-pro,concise,What is the recommended purpose of the AI Information Sharing and Analysis Center (AI-ISAC)?,To promote the sharing of AI-security threat information and intelligence across U.S. critical infrastructure sectors.,,,
53,macro_policy,Action_plan,gemini-2.5-pro,concise,What is a recommended policy action to promote the sharing of AI-security threat information across U.S. critical infrastructure sectors?,"To establish an AI Information Sharing and Analysis Center (AI-ISAC), led by the Department of Homeland Security (DHS).",,,
54,macro_policy,Action_plan,gemini-2.5-pro,concise,What is the recommended policy action to promote the sharing of AI-security threat information across U.S. critical infrastructure sectors?,"To establish an AI Information Sharing and Analysis Center (AI-ISAC), led by the Department of Homeland Security (DHS).",,,
55,macro_policy,Action_plan,gemini-2.5-pro,concise,What document is recommended to be modified to incorporate considerations for AI systems?,The Cybersecurity and Infrastructure Security Agency’s (CISA's) Cybersecurity Incident & Vulnerability Response Playbooks.,,,
56,macro_policy,Action_plan,gemini-2.5-pro,concise,What novel national security risks might the most powerful AI systems pose in the near future?,"Risks in areas such as cyberattacks and the development of chemical, biological, radiological, nuclear, or explosives (CBRNE) weapons, as well as novel security vulnerabilities.",,,
57,Wiki,Neural_network,gemini-2.5-pro,concise,What developments in the early 21st century accelerated neural network research?,"Advances in computing power, specifically the use of graphics processing units (GPUs), and the availability of large datasets.",,,
58,Wiki,Neural_network,gemini-2.5-pro,concise,What is a key difference between the von Neumann model of computing and the connectionist framework of neural networks?,"The von Neumann model separates memory and processing, while connectionist computing does not.",,,
59,Wiki,Neural_network,gemini-2.5-pro,concise,What was a major limitation of the early single-layer perceptron models?,They were restricted to solving linearly separable problems.,,,
60,Wiki,Neural_network,gemini-2.5-pro,concise,Who published the modern form of the backpropagation algorithm in 1970?,Seppo Linnainmaa published the modern form of backpropagation in his 1970 master's thesis.,,,
61,Wiki,Neural_network,gemini-2.5-pro,concise,What was the 7-level CNN LeNet-5 used for by several banks?,To recognize hand-written numbers on checks.,,,
62,Wiki,Neural_network,gemini-2.5-pro,concise,"What feature, introduced in 1999, was required for the modern version of Long Short-Term Memory (LSTM)?",The forget gate.,,,
63,Wiki,Neural_network,gemini-2.5-pro,concise,What technology eclipsed GANs in generative modeling after 2015?,Diffusion models.,,,
64,Wiki,Neural_network,gemini-2.5-pro,concise,"According to the text, what is the goal of learning in a neural network?",The goal is to adjust the network's weights to improve the accuracy of the result by minimizing observed errors.,,,
65,Wiki,Neural_network,gemini-2.5-pro,concise,What is a hyperparameter?,A parameter that defines a configurable part of the learning process and whose value is set before training begins.,,,
66,Wiki,Neural_network,gemini-2.5-pro,concise,What are the three main learning paradigms in machine learning mentioned in the text?,"The three main learning paradigms are supervised learning, unsupervised learning, and reinforcement learning.",,,
67,Wiki,Neural_network,gemini-2.5-pro,concise,What is the aim of reinforcement learning?,To devise a policy to perform actions that minimize long-term (expected cumulative) cost.,,,
68,Wiki,Neural_network,gemini-2.5-pro,concise,What is the primary difference between stochastic and batch learning modes?,"In stochastic learning, a weight adjustment is made for each input, whereas in batch learning, weights are adjusted based on a batch of inputs.",,,
69,Wiki,Neural_network,gemini-2.5-pro,concise,What is an advantage of dynamic Artificial Neural Networks (ANNs) over static types?,Dynamic types can shorten learning periods and produce better results.,,,
70,Wiki,Neural_network,gemini-2.5-pro,concise,"As proven by the universal approximation theorem, what is a multilayer perceptron?",A universal function approximator.,,,
71,Wiki,Neural_network,gemini-2.5-pro,concise,What are the two approaches mentioned in the text to address the problem of over-training in neural networks?,"The two approaches are using cross-validation and similar techniques to select hyperparameters, and using some form of regularization.",,,
72,Wiki,Neural_network,gemini-2.5-pro,concise,What benefit does assigning a softmax activation function to the output layer of a neural network provide for classification tasks?,"It allows the outputs to be interpreted as posterior probabilities, which gives a certainty measure on classifications.",,,
73,Wiki,Neural_network,gemini-2.5-pro,concise,How are graph neural networks (GNNs) being utilized in materials science?,They are used to discover new stable materials by efficiently predicting the total energy of crystals.,,,
74,Wiki,Neural_network,gemini-2.5-pro,concise,What are two applications of Artificial Neural Networks (ANNs) in the finance industry?,ANNs are used for stock market prediction and credit scoring.,,,
75,Wiki,Neural_network,gemini-2.5-pro,concise,"What is a common criticism of neural networks, particularly in robotics?",They require too many training samples for real-world operation.,,,
76,Wiki,Neural_network,gemini-2.5-pro,concise,What factor does the text identify as being largely responsible for the resurgence of neural networks in the twenty-first century?,"Advances in hardware, as computing power from GPGPUs increased around a million-fold from 1991 to 2015.",,,
77,Wiki,Neural_network,gemini-2.5-pro,concise,What is concept drift?,"It is a phenomenon where the statistical properties of a neural network's input data change over time, potentially reducing its predictive accuracy.",,,
78,Wiki,Neural_network,gemini-2.5-pro,concise,How does the difficulty of analyzing what an Artificial Neural Network (ANN) has learned compare to analyzing a biological neural network?,Analyzing what has been learned by an ANN is much easier than analyzing what has been learned by a biological neural network.,,,
79,Wiki,Climate_change,gemini-2.5-pro,concise,What human activities are identified as releasing greenhouse gases?,"Fossil fuel use, deforestation, and some agricultural and industrial practices.",,,
80,Wiki,Climate_change,gemini-2.5-pro,concise,"With the current pledges made under the Paris Agreement, what amount of global warming is expected by the end of the century?",Global warming would still reach about 2.8 °C (5.0 °F) by the end of the century.,,,
